id_pedido,data_venda,ids_cliente,idade_cliente,produto,categoria,quantidade,valor_unitario,valores_venda,estado,feedback
1302,2025-07-25,624,53,Laptop,Eletrônicos,4,1322.4431816348806,5289.772726539522,NY,Excelente produto!
1303,2025-07-26,516,66,Smartphone,Eletrônicos,5,776.2017308281603,3881.0086541408014,IL,Excelente produto!
1304,2025-07-27,350,44,Laptop,Eletrônicos,3,696.9056587780719,2090.716976334216,NY,Produto ok.
1305,2025-07-28,843,70,Laptop,Eletrônicos,5,1866.6264790841867,9333.132395420933,FL,Péssimo atendimento
1306,2025-07-29,446,66,Laptop,Eletrônicos,1,1749.4528666283788,1749.4528666283788,CA,Produto cumpre o que promete
1307,2025-07-30,830,36,Smartphone,Eletrônicos,3,971.0993093875962,2913.2979281627886,FL,Entrega rápida!
1308,2025-07-31,350,55,Smartphone,Eletrônicos,1,739.1584007755541,739.1584007755541,CA,Excelente produto!
1309,2025-08-01,607,18,Laptop,Eletrônicos,4,1435.4053530130825,5741.62141205233,CA,Atendimento excepcional.
1310,2025-08-02,664,43,Tablet,Eletrônicos,5,663.2798273308514,3316.399136654257,FL,Muito satisfeito com a compra.
1311,2025-08-03,823,63,Smartphone,Eletrônicos,2,282.8363028924539,565.6726057849078,FL,Muito satisfeito com a compra.
1312,2025-08-04,137,79,Fone de ouvido,Acessórios,3,654.7968139879764,1964.3904419639293,CA,Excelente produto!
1313,2025-08-05,759,30,Smartphone,Eletrônicos,2,896.8771651285437,1793.7543302570873,NY,Entrega rápida!
1314,2025-08-06,899,52,Laptop,Eletrônicos,1,548.0521831662809,548.0521831662809,NY,Atendimento excepcional.
1315,2025-08-07,243,72,Tablet,Eletrônicos,2,472.7867653835598,945.5735307671196,NY,Atendimento excepcional.
1316,2025-08-08,543,19,Laptop,Eletrônicos,2,61.97331719616061,123.94663439232122,TX,Atendimento excepcional.
1317,2025-08-09,40,39,Fone de ouvido,Acessórios,4,1280.1434237378908,5120.573694951563,CA,Entrega rápida!
1318,2025-08-10,229,56,Smartphone,Eletrônicos,4,1248.1754375164319,4992.7017500657275,TX,Atendimento sem problema
1319,2025-08-11,548,45,Smartphone,Eletrônicos,5,416.64921365292,2083.2460682646,TX,Atendimento excepcional.
1320,2025-08-12,920,61,Laptop,Eletrônicos,1,1890.1176400318093,1890.1176400318093,CA,Excelente produto!
1321,2025-08-13,223,19,Laptop,Eletrônicos,4,848.6632585192782,3394.653034077113,TX,Atendimento excepcional.
1322,2025-08-14,6,28,Fone de ouvido,Acessórios,4,99.68489547379778,398.7395818951911,CA,Atendimento excepcional.
1323,2025-08-15,322,65,Tablet,Eletrônicos,5,478.55523866644495,2392.776193332225,IL,Atendimento sem problema
1324,2025-08-16,468,76,Fone de ouvido,Acessórios,3,1399.5315943288297,4198.594782986489,IL,Excelente produto!
1325,2025-08-17,732,54,Tablet,Eletrônicos,5,443.1588026806608,2215.7940134033042,CA,Excelente produto!
1326,2025-08-18,75,43,Smartphone,Eletrônicos,2,155.12929480830942,310.25858961661885,CA,Produto ok.
1327,2025-08-19,4,45,Tablet,Eletrônicos,2,1254.5271317196123,2509.0542634392245,CA,Atendimento excepcional.
1328,2025-08-20,847,43,Tablet,Eletrônicos,4,1060.7918416586567,4243.167366634627,NY,Produto cumpre o que promete
1329,2025-08-21,646,34,Smartphone,Eletrônicos,4,1534.4683803919843,6137.873521567937,CA,Sem reclamações.
1330,2025-08-22,118,20,Smartphone,Eletrônicos,5,1556.6312076610764,7783.156038305382,FL,Produto com ótimo custo-benefício.
1331,2025-08-23,881,31,Smartphone,Eletrônicos,5,1921.873744886071,9609.368724430355,IL,Excelente produto!
1332,2025-08-24,606,33,Fone de ouvido,Acessórios,1,161.18421083615058,161.18421083615058,IL,Produto ok.
1333,2025-08-25,504,66,Smartphone,Eletrônicos,2,126.02936864554528,252.05873729109055,CA,Qualidade inferior ao anunciado
1334,2025-08-26,998,77,Laptop,Eletrônicos,5,1975.0342436539383,9875.171218269692,IL,Produto cumpre o que promete
1335,2025-08-27,947,68,Smartphone,Eletrônicos,3,1307.45336150906,3922.36008452718,CA,Muito satisfeito com a compra.
1336,2025-08-28,574,53,Smartphone,Eletrônicos,1,1444.972552351764,1444.972552351764,CA,Muito satisfeito com a compra.
1337,2025-08-29,441,45,Smartphone,Eletrônicos,5,238.13993848357848,1190.6996924178925,IL,Produto cumpre o que promete
1338,2025-08-30,194,45,Tablet,Eletrônicos,4,186.1347471542571,744.5389886170284,IL,Entrega rápida!
1339,2025-08-31,847,70,Fone de ouvido,Acessórios,5,362.49450817475343,1812.4725408737672,FL,Produto com ótimo custo-benefício.
1340,2025-09-01,715,69,Smartphone,Eletrônicos,4,883.0314254550657,3532.1257018202627,TX,Entrega dentro do prazo previsto.
1341,2025-09-02,392,69,Fone de ouvido,Acessórios,4,264.8435563293026,1059.3742253172104,FL,Entrega rápida!
1342,2025-09-03,26,42,Laptop,Eletrônicos,2,920.3507938596146,1840.701587719229,FL,Atendimento sem problema
1343,2025-09-04,435,74,Laptop,Eletrônicos,2,1144.9950110476066,2289.990022095213,IL,Entrega dentro do prazo previsto.
1344,2025-09-05,173,26,Smartphone,Eletrônicos,5,50.6492873759605,253.2464368798025,FL,Atendimento excepcional.
1345,2025-09-06,300,28,Laptop,Eletrônicos,5,272.7789800443561,1363.8949002217805,IL,Entrega dentro do prazo previsto.
1346,2025-09-07,645,54,Fone de ouvido,Acessórios,3,781.6306239473636,2344.891871842091,NY,Entrega dentro do prazo previsto.
1347,2025-09-08,326,60,Tablet,Eletrônicos,1,153.99309575876032,153.99309575876032,CA,Entrega rápida!
1348,2025-09-09,410,62,Smartphone,Eletrônicos,1,310.38149795867315,310.38149795867315,TX,Atendimento excepcional.
1349,2025-09-10,118,38,Laptop,Eletrônicos,5,502.0029613891112,2510.014806945556,NY,Muito satisfeito com a compra.
1350,2025-09-11,836,19,Fone de ouvido,Acessórios,2,887.7227576269116,1775.4455152538233,CA,Produto com defeito
1351,2025-09-12,787,71,Fone de ouvido,Acessórios,3,1443.9325359765828,4331.797607929749,CA,Produto com ótimo custo-benefício.
1352,2025-09-13,724,51,Laptop,Eletrônicos,1,308.7427930603995,308.7427930603995,TX,Produto com ótimo custo-benefício.
1353,2025-09-14,225,59,Fone de ouvido,Acessórios,5,1489.0192152231978,7445.096076115989,FL,Atendimento excepcional.
1354,2025-09-15,532,30,Fone de ouvido,Acessórios,2,1717.3684229485805,3434.736845897161,CA,Excelente produto!
1355,2025-09-16,113,22,Smartphone,Eletrônicos,2,1320.383595426205,2640.76719085241,TX,Entrega rápida!
1356,2025-09-17,140,28,Fone de ouvido,Acessórios,2,135.26510608420574,270.5302121684115,IL,Produto com ótimo custo-benefício.
1357,2025-09-18,559,46,Laptop,Eletrônicos,4,909.2746895085106,3637.0987580340425,CA,Entrega rápida!
1358,2025-09-19,1,64,Smartphone,Eletrônicos,2,1337.1287031853246,2674.2574063706493,CA,Atendimento excepcional.
1359,2025-09-20,90,45,Laptop,Eletrônicos,5,1958.100612484259,9790.503062421296,FL,Produto cumpre o que promete
1360,2025-09-21,654,45,Tablet,Eletrônicos,3,1906.0263567350228,5718.079070205068,FL,Produto cumpre o que promete
1361,2025-09-22,320,22,Laptop,Eletrônicos,5,821.6211511578416,4108.105755789208,IL,Muito satisfeito com a compra.
1362,2025-09-23,550,37,Laptop,Eletrônicos,2,1251.0655908389306,2502.131181677861,CA,Produto cumpre o que promete
1363,2025-09-24,805,54,Smartphone,Eletrônicos,3,1787.089537355091,5361.2686120652725,FL,Entrega rápida!
1364,2025-09-25,894,56,Fone de ouvido,Acessórios,1,1670.5401823835832,1670.5401823835832,TX,Muito satisfeito com a compra.
1365,2025-09-26,139,27,Laptop,Eletrônicos,1,984.872576519862,984.872576519862,CA,Entrega rápida!
1366,2025-09-27,511,49,Smartphone,Eletrônicos,5,559.4205952386656,2797.102976193328,TX,Atendimento excepcional.
1367,2025-09-28,868,46,Tablet,Eletrônicos,3,317.3448962577243,952.034688773173,NY,Muito satisfeito com a compra.
1368,2025-09-29,845,19,Smartphone,Eletrônicos,5,1001.5613024123554,5007.8065120617775,IL,Excelente produto!
1369,2025-09-30,259,18,Smartphone,Eletrônicos,3,1459.5494569194138,4378.648370758241,FL,Atendimento excepcional.
1370,2025-10-01,673,37,Fone de ouvido,Acessórios,3,1941.0509407717186,5823.152822315156,NY,Muito satisfeito com a compra.
1371,2025-10-02,902,72,Laptop,Eletrônicos,5,1730.5390644050233,8652.695322025116,FL,Muito satisfeito com a compra.
1372,2025-10-03,690,18,Tablet,Eletrônicos,3,448.26986273391526,1344.8095882017458,NY,Qualidade inferior ao anunciado
1373,2025-10-04,10,21,Smartphone,Eletrônicos,2,1453.5673473038162,2907.1346946076324,FL,Produto com ótimo custo-benefício.
1374,2025-10-05,261,32,Laptop,Eletrônicos,3,613.7474450239393,1841.2423350718182,IL,Sem reclamações.
1375,2025-10-06,919,64,Laptop,Eletrônicos,3,1382.771559145513,4148.31467743654,CA,Excelente produto!
1376,2025-10-07,650,47,Smartphone,Eletrônicos,5,1348.3206478985066,6741.603239492533,TX,Atendimento excepcional.
1377,2025-10-08,172,23,Laptop,Eletrônicos,1,581.2396757048058,581.2396757048058,NY,Péssimo atendimento
1378,2025-10-09,898,55,Smartphone,Eletrônicos,4,507.0578094237086,2028.2312376948344,TX,Produto cumpre o que promete
1379,2025-10-10,13,18,Smartphone,Eletrônicos,3,252.6786370484054,758.0359111452162,TX,Muito satisfeito com a compra.
1380,2025-10-11,168,24,Smartphone,Eletrônicos,4,148.55229176902208,594.2091670760883,FL,Atendimento excepcional.
1381,2025-10-12,642,79,Tablet,Eletrônicos,3,1723.9795647701185,5171.9386943103555,CA,Excelente produto!
1382,2025-10-13,596,22,Smartphone,Eletrônicos,5,147.2063195383313,736.0315976916564,FL,Atendimento sem problema
1383,2025-10-14,321,71,Fone de ouvido,Acessórios,5,223.0452747239725,1115.2263736198624,TX,Excelente produto!
1384,2025-10-15,319,66,Laptop,Eletrônicos,3,515.7614689679897,1547.284406903969,IL,Atendimento sem problema
1385,2025-10-16,613,24,Tablet,Eletrônicos,5,1780.9337405014385,8904.668702507191,CA,Produto cumpre o que promete
1386,2025-10-17,329,53,Laptop,Eletrônicos,5,699.2337028232731,3496.1685141163657,CA,Entrega rápida!
1387,2025-10-18,785,20,Tablet,Eletrônicos,3,424.00913704035474,1272.0274111210642,TX,Atendimento sem problema
1388,2025-10-19,777,29,Fone de ouvido,Acessórios,1,1445.3332168004356,1445.3332168004356,FL,Produto ok.
1389,2025-10-20,971,76,Tablet,Eletrônicos,3,672.1860219939372,2016.5580659818115,IL,Excelente produto!
1390,2025-10-21,911,78,Tablet,Eletrônicos,1,700.0649442485827,700.0649442485827,NY,Entrega rápida!
1391,2025-10-22,920,32,Tablet,Eletrônicos,5,1491.0043620801453,7455.021810400726,FL,Atendimento sem problema
1392,2025-10-23,550,37,Laptop,Eletrônicos,1,540.7229904361965,540.7229904361965,CA,Produto com ótimo custo-benefício.
1393,2025-10-24,419,58,Smartphone,Eletrônicos,5,1798.6820930259698,8993.41046512985,FL,Produto ok.
1394,2025-10-25,606,38,Laptop,Eletrônicos,1,1144.7722720967733,1144.7722720967733,NY,Produto com ótimo custo-benefício.
1395,2025-10-26,95,49,Smartphone,Eletrônicos,1,1098.7718367862074,1098.7718367862074,IL,Entrega rápida!
1396,2025-10-27,817,29,Laptop,Eletrônicos,3,566.2668583791087,1698.8005751373262,IL,Arrependido da compra
1397,2025-10-28,581,54,Fone de ouvido,Acessórios,1,1678.4339632533552,1678.4339632533552,NY,Produto com ótimo custo-benefício.
1398,2025-10-29,318,57,Fone de ouvido,Acessórios,5,1166.8616241994278,5834.308120997139,NY,Entrega rápida!
1399,2025-10-30,956,64,Tablet,Eletrônicos,3,353.2572684151906,1059.7718052455718,TX,Produto cumpre o que promete
1400,2025-10-31,236,24,Fone de ouvido,Acessórios,1,452.2815626272871,452.2815626272871,CA,Atendimento sem problema
1401,2025-11-01,946,68,Tablet,Eletrônicos,3,963.099022200255,2889.297066600765,TX,Excelente produto!
1402,2025-11-02,334,62,Smartphone,Eletrônicos,4,1570.3015537119577,6281.206214847831,FL,Sem reclamações.
1403,2025-11-03,885,48,Fone de ouvido,Acessórios,3,1881.6257835530723,5644.877350659217,NY,Excelente produto!
1404,2025-11-04,376,18,Smartphone,Eletrônicos,4,1343.8223292350463,5375.289316940185,TX,Produto ok.
1405,2025-11-05,459,77,Laptop,Eletrônicos,4,1036.9793366386814,4147.917346554726,CA,Atendimento excepcional.
1406,2025-11-06,137,28,Smartphone,Eletrônicos,3,538.9273561484481,1616.7820684453443,CA,Atendimento excepcional.
1407,2025-11-07,930,62,Laptop,Eletrônicos,5,1362.0925228887118,6810.462614443559,NY,Produto ok.
1408,2025-11-08,588,51,Smartphone,Eletrônicos,5,1965.3675239143392,9826.837619571696,TX,Atendimento sem problema
1409,2025-11-09,995,36,Smartphone,Eletrônicos,5,978.6338273015083,4893.169136507541,IL,Produto ok.
1410,2025-11-10,547,28,Fone de ouvido,Acessórios,2,366.17666383529604,732.3533276705921,NY,Produto com ótimo custo-benefício.
1411,2025-11-11,513,50,Smartphone,Eletrônicos,4,251.5141338356482,1006.0565353425928,FL,Entrega atrasada
1412,2025-11-12,296,50,Fone de ouvido,Acessórios,3,575.0495560680138,1725.1486682040413,TX,Entrega rápida!
1413,2025-11-13,320,25,Fone de ouvido,Acessórios,5,1160.4119370914248,5802.059685457124,TX,Atendimento excepcional.
1414,2025-11-14,918,62,Tablet,Eletrônicos,5,1896.2703371280913,9481.351685640457,NY,Qualidade inferior ao anunciado
1415,2025-11-15,572,25,Tablet,Eletrônicos,3,633.371911975086,1900.1157359252582,TX,Muito satisfeito com a compra.
1416,2025-11-16,832,51,Laptop,Eletrônicos,4,645.5127841746287,2582.0511366985147,TX,Atendimento excepcional.
1417,2025-11-17,349,57,Smartphone,Eletrônicos,3,988.3003352687751,2964.9010058063254,FL,Entrega atrasada
1418,2025-11-18,840,44,Laptop,Eletrônicos,2,1841.1575534434182,3682.3151068868365,FL,Péssimo atendimento
1419,2025-11-19,779,46,Smartphone,Eletrônicos,2,867.157348648724,1734.314697297448,IL,Entrega dentro do prazo previsto.
1420,2025-11-20,873,31,Tablet,Eletrônicos,3,485.29731412881966,1455.891942386459,FL,Produto com ótimo custo-benefício.
1421,2025-11-21,229,51,Tablet,Eletrônicos,4,368.1052842144541,1472.4211368578165,IL,Entrega rápida!
1422,2025-11-22,270,62,Smartphone,Eletrônicos,5,941.1799700813392,4705.899850406696,FL,Entrega rápida!
1423,2025-11-23,828,76,Smartphone,Eletrônicos,2,1611.3209996737917,3222.6419993475834,IL,Entrega rápida!
1424,2025-11-24,798,54,Tablet,Eletrônicos,2,618.1371892125597,1236.2743784251195,FL,Muito satisfeito com a compra.
1425,2025-11-25,291,18,Tablet,Eletrônicos,4,1049.4191464997537,4197.676585999015,FL,Entrega rápida!
1426,2025-11-26,725,26,Laptop,Eletrônicos,2,1225.8661312239706,2451.732262447941,NY,Excelente produto!
1427,2025-11-27,165,69,Tablet,Eletrônicos,2,928.4173027328999,1856.8346054657998,FL,Produto com ótimo custo-benefício.
1428,2025-11-28,5,27,Smartphone,Eletrônicos,4,423.7959706389143,1695.1838825556572,IL,Sem reclamações.
1429,2025-11-29,851,47,Laptop,Eletrônicos,3,1847.404071972968,5542.212215918904,NY,Excelente produto!
1430,2025-11-30,379,60,Smartphone,Eletrônicos,5,1152.6260087072437,5763.130043536219,IL,Sem reclamações.
1431,2025-12-01,78,35,Fone de ouvido,Acessórios,5,1471.8120486320768,7359.060243160384,FL,Muito satisfeito com a compra.
1432,2025-12-02,410,34,Laptop,Eletrônicos,2,1290.283860603969,2580.567721207938,FL,Excelente produto!
1433,2025-12-03,574,23,Smartphone,Eletrônicos,5,1996.1936423687687,9980.968211843843,IL,Atendimento excepcional.
1434,2025-12-04,132,28,Tablet,Eletrônicos,3,939.8047621553792,2819.4142864661376,TX,Atendimento excepcional.
1435,2025-12-05,601,41,Fone de ouvido,Acessórios,2,878.6961279332322,1757.3922558664644,NY,Entrega rápida!
1436,2025-12-06,749,53,Smartphone,Eletrônicos,5,752.2727388755122,3761.363694377561,NY,Produto ok.
1437,2025-12-07,42,50,Laptop,Eletrônicos,1,755.1754957135122,755.1754957135122,FL,Entrega rápida!
1438,2025-12-08,89,50,Smartphone,Eletrônicos,1,587.7519108986116,587.7519108986116,NY,Péssimo atendimento
1439,2025-12-09,402,71,Fone de ouvido,Acessórios,1,1962.2287440357668,1962.2287440357668,IL,Produto ok.
1440,2025-12-10,296,35,Laptop,Eletrônicos,1,1748.0249668887282,1748.0249668887282,FL,Excelente produto!
1441,2025-12-11,840,22,Fone de ouvido,Acessórios,1,667.5123596665716,667.5123596665716,NY,Excelente produto!
1442,2025-12-12,295,48,Smartphone,Eletrônicos,2,645.1966370671794,1290.3932741343588,CA,Entrega dentro do prazo previsto.
1443,2025-12-13,616,33,Tablet,Eletrônicos,4,251.89127501085684,1007.5651000434274,NY,Sem reclamações.
1444,2025-12-14,526,19,Tablet,Eletrônicos,4,1760.210177993511,7040.840711974044,IL,Sem reclamações.
1445,2025-12-15,800,26,Smartphone,Eletrônicos,2,774.9437991118818,1549.8875982237637,NY,Sem reclamações.
1446,2025-12-16,691,19,Smartphone,Eletrônicos,2,1166.6000146829992,2333.2000293659985,TX,Excelente produto!
1447,2025-12-17,637,54,Smartphone,Eletrônicos,3,1805.7365713178158,5417.209713953447,TX,Atendimento excepcional.
1448,2025-12-18,422,37,Laptop,Eletrônicos,4,845.7962645247011,3383.1850580988043,FL,Entrega dentro do prazo previsto.
1449,2025-12-19,865,76,Fone de ouvido,Acessórios,1,1623.3926846745414,1623.3926846745414,TX,Entrega rápida!
1450,2025-12-20,23,34,Fone de ouvido,Acessórios,2,889.0569711850763,1778.1139423701527,IL,Atendimento excepcional.
1451,2025-12-21,575,75,Fone de ouvido,Acessórios,1,1416.8348310846177,1416.8348310846177,CA,Sem reclamações.
1452,2025-12-22,143,42,Smartphone,Eletrônicos,4,890.8095940247531,3563.2383760990124,CA,Produto com ótimo custo-benefício.
1453,2025-12-23,993,36,Fone de ouvido,Acessórios,5,815.8803123816506,4079.401561908253,FL,Atendimento excepcional.
1454,2025-12-24,665,59,Smartphone,Eletrônicos,5,1981.8830171457207,9909.415085728604,FL,Sem reclamações.
1455,2025-12-25,145,25,Laptop,Eletrônicos,2,1244.0821919069713,2488.1643838139425,TX,Excelente produto!
1456,2025-12-26,225,69,Tablet,Eletrônicos,3,766.4128041648095,2299.2384124944283,IL,Produto cumpre o que promete
1457,2025-12-27,503,28,Smartphone,Eletrônicos,1,552.7479803192948,552.7479803192948,TX,Sem reclamações.
1458,2025-12-28,962,30,Smartphone,Eletrônicos,2,127.54442194775193,255.08884389550386,IL,Entrega rápida!
1459,2025-12-29,974,30,Tablet,Eletrônicos,3,1427.8043634850176,4283.413090455053,IL,Produto com ótimo custo-benefício.
1460,2025-12-30,821,26,Tablet,Eletrônicos,1,775.7069849807609,775.7069849807609,CA,Atendimento sem problema
1461,2025-12-31,616,22,Laptop,Eletrônicos,4,1651.4456193685915,6605.782477474366,IL,Produto com ótimo custo-benefício.
1462,2026-01-01,104,35,Fone de ouvido,Acessórios,5,759.5434982135215,3797.7174910676076,NY,Muito satisfeito com a compra.
1463,2026-01-02,947,57,Smartphone,Eletrônicos,3,777.991925228809,2333.975775686427,IL,Qualidade inferior ao anunciado
1464,2026-01-03,39,78,Fone de ouvido,Acessórios,1,1569.4029624931745,1569.4029624931745,CA,Produto ok.
1465,2026-01-04,947,69,Smartphone,Eletrônicos,2,1004.4599806676748,2008.9199613353496,TX,Produto com ótimo custo-benefício.
1466,2026-01-05,198,31,Laptop,Eletrônicos,1,1775.544802672716,1775.544802672716,IL,Entrega rápida!
1467,2026-01-06,646,51,Tablet,Eletrônicos,2,1200.7647255738764,2401.5294511477528,NY,Arrependido da compra
1468,2026-01-07,579,39,Laptop,Eletrônicos,5,519.2573863530342,2596.286931765171,FL,Produto cumpre o que promete
1469,2026-01-08,391,65,Tablet,Eletrônicos,5,1158.1301158850652,5790.650579425326,TX,Atendimento excepcional.
1470,2026-01-09,179,50,Fone de ouvido,Acessórios,1,57.80326807266894,57.80326807266894,FL,Entrega dentro do prazo previsto.
1471,2026-01-10,968,41,Fone de ouvido,Acessórios,1,659.1748807015024,659.1748807015024,NY,Muito satisfeito com a compra.
1472,2026-01-11,554,74,Laptop,Eletrônicos,2,455.50706397073077,911.0141279414615,CA,Produto com ótimo custo-benefício.
1473,2026-01-12,448,72,Tablet,Eletrônicos,2,1325.6663184257227,2651.3326368514454,CA,Atendimento excepcional.
1474,2026-01-13,500,46,Laptop,Eletrônicos,3,315.2752378246198,945.8257134738594,TX,Entrega rápida!
1475,2026-01-14,15,30,Tablet,Eletrônicos,3,615.6900211848725,1847.0700635546177,IL,Produto ok.
1476,2026-01-15,623,74,Tablet,Eletrônicos,3,696.0516809306209,2088.155042791863,IL,Atendimento excepcional.
1477,2026-01-16,669,67,Fone de ouvido,Acessórios,1,56.42179628457543,56.42179628457543,FL,Produto cumpre o que promete
1478,2026-01-17,289,44,Fone de ouvido,Acessórios,3,141.1948080930256,423.58442427907687,CA,Produto com ótimo custo-benefício.
1479,2026-01-18,478,18,Tablet,Eletrônicos,1,656.6959495561692,656.6959495561692,IL,Muito satisfeito com a compra.
1480,2026-01-19,231,24,Tablet,Eletrônicos,5,483.5950837242288,2417.975418621144,IL,Atendimento excepcional.
1481,2026-01-20,923,21,Tablet,Eletrônicos,4,277.9681402995533,1111.8725611982131,CA,Atendimento excepcional.
1482,2026-01-21,420,27,Fone de ouvido,Acessórios,5,350.615229890218,1753.07614945109,CA,Produto com ótimo custo-benefício.
1483,2026-01-22,157,57,Fone de ouvido,Acessórios,1,1679.2970746911683,1679.2970746911683,NY,Muito satisfeito com a compra.
1484,2026-01-23,550,52,Smartphone,Eletrônicos,1,1382.4731722497702,1382.4731722497702,FL,Produto ok.
1485,2026-01-24,441,72,Tablet,Eletrônicos,4,994.0291854532171,3976.1167418128684,CA,Produto ok.
1486,2026-01-25,97,56,Smartphone,Eletrônicos,2,1822.3058136620186,3644.6116273240373,NY,Produto ok.
1487,2026-01-26,997,76,Tablet,Eletrônicos,2,107.6279423361562,215.2558846723124,CA,Produto ok.
1488,2026-01-27,411,75,Fone de ouvido,Acessórios,2,722.6231250904481,1445.2462501808961,TX,Sem reclamações.
1489,2026-01-28,951,74,Smartphone,Eletrônicos,3,1655.5982491329146,4966.794747398744,TX,Excelente produto!
1490,2026-01-29,289,33,Smartphone,Eletrônicos,2,1275.1635394413768,2550.3270788827535,TX,Arrependido da compra
1491,2026-01-30,254,44,Laptop,Eletrônicos,3,1964.2904972593744,5892.8714917781235,CA,Produto com ótimo custo-benefício.
1492,2026-01-31,196,37,Tablet,Eletrônicos,3,1891.8041004120082,5675.412301236025,IL,Atendimento sem problema
1493,2026-02-01,598,79,Fone de ouvido,Acessórios,2,381.3878575962182,762.7757151924365,IL,Produto ok.
1494,2026-02-02,834,27,Laptop,Eletrônicos,2,1945.3746445315596,3890.7492890631192,TX,Produto com ótimo custo-benefício.
1495,2026-02-03,522,62,Laptop,Eletrônicos,4,1893.7928326494414,7575.1713305977655,FL,Arrependido da compra
1496,2026-02-04,517,79,Tablet,Eletrônicos,4,778.5413428936807,3114.165371574723,NY,Entrega rápida!
1497,2026-02-05,635,50,Laptop,Eletrônicos,3,1966.6165687934579,5899.849706380373,TX,Excelente produto!
1498,2026-02-06,842,24,Tablet,Eletrônicos,4,119.89609703289342,479.5843881315737,NY,Produto com ótimo custo-benefício.
1499,2026-02-07,865,59,Laptop,Eletrônicos,3,1338.4635820809315,4015.390746242794,NY,Muito satisfeito com a compra.
1500,2026-02-08,118,61,Tablet,Eletrônicos,1,568.9882183155971,568.9882183155971,TX,Atendimento sem problema
1501,2026-02-09,806,63,Fone de ouvido,Acessórios,3,302.4530383608733,907.3591150826198,IL,Entrega rápida!
1502,2026-02-10,909,39,Tablet,Eletrônicos,3,1176.1931036405008,3528.5793109215024,FL,Sem reclamações.
1503,2026-02-11,159,60,Tablet,Eletrônicos,4,647.383100961129,2589.532403844516,TX,Sem reclamações.
1504,2026-02-12,815,34,Smartphone,Eletrônicos,1,1350.3094204317445,1350.3094204317445,NY,Atendimento excepcional.
1505,2026-02-13,228,26,Fone de ouvido,Acessórios,5,1102.9630516231196,5514.815258115597,CA,Entrega rápida!
1506,2026-02-14,877,75,Fone de ouvido,Acessórios,5,815.5493317718859,4077.7466588594298,CA,Entrega rápida!
1507,2026-02-15,216,57,Fone de ouvido,Acessórios,5,404.55321456405096,2022.7660728202547,NY,Arrependido da compra
1508,2026-02-16,948,27,Laptop,Eletrônicos,1,1222.4378850707444,1222.4378850707444,TX,Entrega dentro do prazo previsto.
1509,2026-02-17,696,53,Smartphone,Eletrônicos,2,1666.999727477326,3333.999454954652,IL,Muito satisfeito com a compra.
1510,2026-02-18,15,48,Fone de ouvido,Acessórios,1,1220.0087135930985,1220.0087135930985,TX,Muito satisfeito com a compra.
1511,2026-02-19,157,48,Laptop,Eletrônicos,4,1240.5189837586872,4962.075935034749,FL,Produto com ótimo custo-benefício.
1512,2026-02-20,648,22,Laptop,Eletrônicos,3,1048.0828600881482,3144.2485802644446,CA,Muito satisfeito com a compra.
1513,2026-02-21,261,73,Laptop,Eletrônicos,3,807.0682287901687,2421.2046863705064,NY,Atendimento sem problema
1514,2026-02-22,157,35,Smartphone,Eletrônicos,4,942.043181185415,3768.17272474166,IL,Produto cumpre o que promete
1515,2026-02-23,47,23,Laptop,Eletrônicos,4,1979.6064263841602,7918.425705536641,TX,Entrega rápida!
1516,2026-02-24,324,59,Smartphone,Eletrônicos,3,1511.8535791053157,4535.560737315947,FL,Entrega dentro do prazo previsto.
1517,2026-02-25,844,67,Tablet,Eletrônicos,2,889.5909547609892,1779.1819095219785,TX,Entrega rápida!
1518,2026-02-26,685,45,Laptop,Eletrônicos,2,941.7279799113148,1883.4559598226297,FL,Atendimento excepcional.
1519,2026-02-27,130,60,Fone de ouvido,Acessórios,2,1024.2824151119974,2048.5648302239947,TX,Entrega dentro do prazo previsto.
1520,2026-02-28,411,41,Laptop,Eletrônicos,4,1335.6626790386852,5342.650716154741,IL,Atendimento excepcional.
1521,2026-03-01,95,22,Tablet,Eletrônicos,3,958.6185567202538,2875.8556701607613,IL,Atendimento excepcional.
1522,2026-03-02,627,45,Tablet,Eletrônicos,3,1388.0492809565246,4164.147842869574,NY,Produto com ótimo custo-benefício.
1523,2026-03-03,755,75,Laptop,Eletrônicos,3,691.9162229633033,2075.74866888991,IL,Excelente produto!
1524,2026-03-04,932,20,Tablet,Eletrônicos,1,850.7472824411917,850.7472824411917,FL,Excelente produto!
1525,2026-03-05,292,35,Smartphone,Eletrônicos,1,1734.903593172502,1734.903593172502,NY,Atendimento sem problema
1526,2026-03-06,794,21,Smartphone,Eletrônicos,5,691.3660266680082,3456.830133340041,IL,Produto com ótimo custo-benefício.
1527,2026-03-07,811,57,Laptop,Eletrônicos,1,1930.6516296912532,1930.6516296912532,CA,Produto com ótimo custo-benefício.
1528,2026-03-08,283,66,Smartphone,Eletrônicos,2,386.3846466205412,772.7692932410824,FL,Entrega rápida!
1529,2026-03-09,69,59,Smartphone,Eletrônicos,2,521.2756406289867,1042.5512812579734,NY,Muito satisfeito com a compra.
1530,2026-03-10,660,49,Fone de ouvido,Acessórios,2,954.1755139720703,1908.3510279441407,FL,Produto com ótimo custo-benefício.
1531,2026-03-11,11,49,Laptop,Eletrônicos,2,1604.9470158079707,3209.8940316159415,NY,Produto cumpre o que promete
